#LIBRARY    INDEN-Aug2023
#REACTION   MN-55(N,G)MN-56,SIG
#NUCLEUS    Mn-55
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     6e+07
#E,eV        Sig,b        Interpolation
 329.166     29.6606      Lin-Lin
 330.289     32.4757      Lin-Lin
 331.452     35.6132      Lin-Lin
 333.197     40.6106      Lin-Lin
 334.862     45.4417      Lin-Lin
 335.867     48.2026      Lin-Lin
 336.872     50.6803      Lin-Lin
 337.625     52.2663      Lin-Lin
 338.379     53.5545      Lin-Lin
 339.165     54.5291      Lin-Lin
 339.952     55.0783      Lin-Lin
 340.476     55.1902      Lin-Lin
 341.172     55.0173      Lin-Lin
 341.743     54.6059      Lin-Lin
 342.467     53.7545      Lin-Lin
 343.192     52.5683      Lin-Lin
 343.916     51.0889      Lin-Lin
 344.881     48.7499      Lin-Lin
 345.966     45.7663      Lin-Lin
 349.278     36.0136      Lin-Lin
 350.181     33.4749      Lin-Lin
 351.265     30.5999      Lin-Lin
 352.349     27.9427      Lin-Lin
 353.162     26.0972      Lin-Lin
 353.975     24.3777      Lin-Lin
 354.788     22.781       Lin-Lin
 355.601     21.302       Lin-Lin
 356.413     19.9343      Lin-Lin
 357.226     18.6712      Lin-Lin
 358.039     17.5053      Lin-Lin
 358.852     16.4294      Lin-Lin
 359.665     15.4366      Lin-Lin
 360.478     14.5202      Lin-Lin
 361.291     13.6738      Lin-Lin
 362.104     12.8917      Lin-Lin
 363.188     11.9393      Lin-Lin
 364.272     11.0798      Lin-Lin
 365.355     10.3026      Lin-Lin
 366.439     9.59855      Lin-Lin
 367.523     8.95957      Lin-Lin
 368.607     8.37846      Lin-Lin
 369.691     7.84905      Lin-Lin
 370.775     7.36605      Lin-Lin
 371.859     6.92327      Lin-Lin
 372.943     6.51812      Lin-Lin
 374.026     6.14674      Lin-Lin
 375.11      5.80421      Lin-Lin
 376.194     5.48836      Lin-Lin
 377.399     5.16573      Lin-Lin
 378.603     4.86986      Lin-Lin
 379.807     4.59798      Lin-Lin
 381.011     4.34765      Lin-Lin
 382.216     4.11674      Lin-Lin
 383.42      3.90334      Lin-Lin
 385.227     3.61247      Lin-Lin
 387.033     3.35243      Lin-Lin
 388.84      3.1191       Lin-Lin
 390.646     2.90903      Lin-Lin
 392.452     2.71932      Lin-Lin
 394.259     2.54746      Lin-Lin
 396.03      2.39422      Lin-Lin
 397.732     2.25968      Lin-Lin
 399.433     2.13618      Lin-Lin
 401.274     2.01362      Lin-Lin
 403.186     1.89729      Lin-Lin
 405.098     1.79084      Lin-Lin
 407.506     1.66914      Lin-Lin
 409.915     1.55961      Lin-Lin
 412.015     1.47283      Lin-Lin
 414.115     1.39343      Lin-Lin
 416.855     1.29918      Lin-Lin
 419.534     1.21605      Lin-Lin
 422.078     1.14464      Lin-Lin
 424.487     1.08288      Lin-Lin
 426.896     1.02619      Lin-Lin
 429.304     0.974034     Lin-Lin
 432.014     0.920203     Lin-Lin
 435.025     0.865956     Lin-Lin
 437.735     0.821206     Lin-Lin
 441.347     0.766995     Lin-Lin
 444.96      0.718462     Lin-Lin
 448.573     0.674652     Lin-Lin
 452.186     0.635153     Lin-Lin
 455.799     0.599276     Lin-Lin
 459.412     0.566728     Lin-Lin
 463.025     0.537001     Lin-Lin
 465.434     0.518641     Lin-Lin
 470.251     0.484995     Lin-Lin
 475.068     0.454965     Lin-Lin
 479.885     0.428058     Lin-Lin
 484.703     0.403865     Lin-Lin
 490.128     0.379447     Lin-Lin
 494.653     0.361089     Lin-Lin
 499.179     0.344273     Lin-Lin
 505.212     0.324068     Lin-Lin
 511.246     0.306037     Lin-Lin
 517.28      0.289886     Lin-Lin
 523.314     0.275368     Lin-Lin
 529.347     0.262276     Lin-Lin
 535.98      0.249338     Lin-Lin
 543.219     0.236685     Lin-Lin
 550.466     0.225384     Lin-Lin
 557.712     0.215259     Lin-Lin
 564.959     0.206162     Lin-Lin
 572.206     0.197965     Lin-Lin
 583.077     0.187124     Lin-Lin
 590.324     0.180745     Lin-Lin
 601.627     0.171929     Lin-Lin
 613.797     0.163784     Lin-Lin
 625.967     0.156842     Lin-Lin
 638.136     0.150805     Lin-Lin
 650.306     0.145676     Lin-Lin
 662.476     0.14122      Lin-Lin
 677.96      0.136488     Lin-Lin
 694.548     0.132403     Lin-Lin
 709.315     0.129528     Lin-Lin
 724.361     0.127206     Lin-Lin
 744.311     0.125009     Lin-Lin
 765.006     0.123799     Lin-Lin
 774.725     0.123574     Lin-Lin
 794.604     0.123815     Lin-Lin
 811.598     0.124871     Lin-Lin
 828.593     0.126764     Lin-Lin
 844.201     0.129326     Lin-Lin
 858.422     0.132473     Lin-Lin
 872.643     0.136547     Lin-Lin
 883.31      0.140358     Lin-Lin
 893.976     0.144865     Lin-Lin
 904.657     0.15034      Lin-Lin
 913.22      0.15548      Lin-Lin
 921.783     0.161504     Lin-Lin
 928.919     0.167251     Lin-Lin
 935.342     0.173092     Lin-Lin
 941.764     0.179735     Lin-Lin
 948.396     0.187557     Lin-Lin
 955.027     0.196459     Lin-Lin
 961.659     0.206695     Lin-Lin
 968.29      0.218571     Lin-Lin
 972.711     0.227552     Lin-Lin
 977.132     0.23754      Lin-Lin
 982.104     0.250167     Lin-Lin
 987.077     0.264459     Lin-Lin
 991.22      0.277865     Lin-Lin
 995.364     0.292932     Lin-Lin
 999.507     0.309907     Lin-Lin
 1003.65     0.329109     Lin-Lin
 1007.57     0.349677     Lin-Lin
 1010.51     0.3669       Lin-Lin
 1013.44     0.385896     Lin-Lin
 1016.38     0.406917     Lin-Lin
 1019.32     0.430259     Lin-Lin
 1022.26     0.456277     Lin-Lin
 1025.19     0.485394     Lin-Lin
 1028.13     0.518121     Lin-Lin
 1031.07     0.555079     Lin-Lin
 1033.03     0.582437     Lin-Lin
 1034.99     0.612276     Lin-Lin
 1036.94     0.644904     Lin-Lin
 1038.9      0.68068      Lin-Lin
 1040.86     0.720016     Lin-Lin
 1042.82     0.763312     Lin-Lin
 1044.64     0.807695     Lin-Lin
 1046.46     0.856692     Lin-Lin
 1048.28     0.910877     Lin-Lin
 1050.1      0.970999     Lin-Lin
 1051.61     1.02581      Lin-Lin
 1053.12     1.08588      Lin-Lin
 1054.63     1.15192      Lin-Lin
 1056.14     1.22472      Lin-Lin
 1057.7      1.30852      Lin-Lin
 1059.27     1.40186      Lin-Lin
 1060.45     1.47901      Lin-Lin
 1061.62     1.5631       Lin-Lin
 1062.8      1.65496      Lin-Lin
