#LIBRARY    IRDF-2002G
#REACTION   AL-27(N,A)NA-24,SIG
#NUCLEUS    Al-27
#MF         3
#MT         107
#EN-MIN     3.2e+06
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 1.63E+07    0.0888484    Lin-Lin
 1.64E+07    0.0888484    Lin-Lin
 1.64E+07    0.0869668    Lin-Lin
 1.65E+07    0.0869668    Lin-Lin
 1.65E+07    0.0850852    Lin-Lin
 1.66E+07    0.0850852    Lin-Lin
 1.66E+07    0.0832036    Lin-Lin
 1.67E+07    0.0832036    Lin-Lin
 1.67E+07    0.081322     Lin-Lin
 1.68E+07    0.081322     Lin-Lin
 1.68E+07    0.0794404    Lin-Lin
 1.69E+07    0.0794404    Lin-Lin
 1.69E+07    0.0775588    Lin-Lin
 1.7E+07     0.0775588    Lin-Lin
 1.7E+07     0.0756772    Lin-Lin
 1.71E+07    0.0756772    Lin-Lin
 1.71E+07    0.0737956    Lin-Lin
 1.72E+07    0.0737956    Lin-Lin
 1.72E+07    0.071914     Lin-Lin
 1.73E+07    0.071914     Lin-Lin
 1.73E+07    0.0700324    Lin-Lin
 1.74E+07    0.0700324    Lin-Lin
 1.74E+07    0.0681508    Lin-Lin
 1.75E+07    0.0681508    Lin-Lin
 1.75E+07    0.0666965    Lin-Lin
 1.76E+07    0.0666965    Lin-Lin
 1.76E+07    0.0656695    Lin-Lin
 1.77E+07    0.0656695    Lin-Lin
 1.77E+07    0.0646425    Lin-Lin
 1.78E+07    0.0646425    Lin-Lin
 1.78E+07    0.0636155    Lin-Lin
 1.79E+07    0.0636155    Lin-Lin
 1.79E+07    0.0625885    Lin-Lin
 1.8E+07     0.0625885    Lin-Lin
 1.8E+07     0.0615615    Lin-Lin
 1.81E+07    0.0615615    Lin-Lin
 1.81E+07    0.0605345    Lin-Lin
 1.82E+07    0.0605345    Lin-Lin
 1.82E+07    0.0595075    Lin-Lin
 1.83E+07    0.0595075    Lin-Lin
 1.83E+07    0.0584805    Lin-Lin
 1.84E+07    0.0584805    Lin-Lin
 1.84E+07    0.0574535    Lin-Lin
 1.85E+07    0.0574535    Lin-Lin
 1.85E+07    0.0562505    Lin-Lin
 1.86E+07    0.0562505    Lin-Lin
 1.86E+07    0.0548715    Lin-Lin
 1.87E+07    0.0548715    Lin-Lin
 1.87E+07    0.0534925    Lin-Lin
 1.88E+07    0.0534925    Lin-Lin
 1.88E+07    0.0521135    Lin-Lin
 1.89E+07    0.0521135    Lin-Lin
 1.89E+07    0.0507345    Lin-Lin
 1.9E+07     0.0507345    Lin-Lin
 1.9E+07     0.0493555    Lin-Lin
 1.91E+07    0.0493555    Lin-Lin
 1.91E+07    0.0479765    Lin-Lin
 1.92E+07    0.0479765    Lin-Lin
 1.92E+07    0.0465975    Lin-Lin
 1.93E+07    0.0465975    Lin-Lin
 1.93E+07    0.0452185    Lin-Lin
 1.94E+07    0.0452185    Lin-Lin
 1.94E+07    0.0438395    Lin-Lin
 1.95E+07    0.0438395    Lin-Lin
 1.95E+07    0.0426857    Lin-Lin
 1.96E+07    0.0426857    Lin-Lin
 1.96E+07    0.041757     Lin-Lin
 1.97E+07    0.041757     Lin-Lin
 1.97E+07    0.0408283    Lin-Lin
 1.98E+07    0.0408283    Lin-Lin
 1.98E+07    0.0398997    Lin-Lin
 1.99E+07    0.0398997    Lin-Lin
 1.99E+07    0.038971     Lin-Lin
 2E+07       0.038971     Lin-Lin
#END
