#LIBRARY    INDEN-Aug2023
#REACTION   CU-63(N,G)CU-64,SIG
#NUCLEUS    Cu-63
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     1.5e+08
#E,eV        Sig,b        Interpolation
 402.898     0.237316     Lin-Lin
 402.931     0.220584     Lin-Lin
 402.963     0.204892     Lin-Lin
 402.996     0.19022      Lin-Lin
 403.028     0.176541     Lin-Lin
 403.061     0.163826     Lin-Lin
 403.093     0.152037     Lin-Lin
 403.126     0.141135     Lin-Lin
 403.158     0.131079     Lin-Lin
 403.191     0.121825     Lin-Lin
 403.224     0.113328     Lin-Lin
 403.256     0.105542     Lin-Lin
 403.289     0.0984216    Lin-Lin
 403.318     0.0924646    Lin-Lin
 403.348     0.0869908    Lin-Lin
 403.378     0.0819674    Lin-Lin
 403.407     0.0773625    Lin-Lin
 403.437     0.0731453    Lin-Lin
 403.467     0.0692866    Lin-Lin
 403.496     0.0657583    Lin-Lin
 403.526     0.0625339    Lin-Lin
 403.566     0.0586645    Lin-Lin
 403.605     0.055236     Lin-Lin
 403.642     0.0523983    Lin-Lin
 403.679     0.0498617    Lin-Lin
 403.716     0.0475926    Lin-Lin
 403.753     0.045561     Lin-Lin
 403.789     0.0437395    Lin-Lin
 403.845     0.0413486    Lin-Lin
 403.9       0.0393051    Lin-Lin
 403.955     0.0375492    Lin-Lin
 404.01      0.0360316    Lin-Lin
 404.047     0.0351318    Lin-Lin
 404.121     0.0335556    Lin-Lin
 404.194     0.0322233    Lin-Lin
 404.278     0.0309355    Lin-Lin
 404.363     0.0298424    Lin-Lin
 404.475     0.0286173    Lin-Lin
 404.587     0.0275952    Lin-Lin
 404.699     0.0267287    Lin-Lin
 404.867     0.0256503    Lin-Lin
 405.035     0.0247729    Lin-Lin
 405.186     0.0241157    Lin-Lin
 405.375     0.0234246    Lin-Lin
 405.565     0.0228508    Lin-Lin
 405.849     0.0221564    Lin-Lin
 406.133     0.0216109    Lin-Lin
 406.418     0.0211749    Lin-Lin
 406.86      0.0206535    Lin-Lin
 407.366     0.0202212    Lin-Lin
 407.872     0.0199073    Lin-Lin
 408.631     0.0195822    Lin-Lin
 409.643     0.0193197    Lin-Lin
 410.655     0.0191759    Lin-Lin
 411.944     0.0190923    Lin-Lin
 413.233     0.0190743    Lin-Lin
 415.836     0.0191577    Lin-Lin
 418.439     0.0193291    Lin-Lin
 423.286     0.0197812    Lin-Lin
 429.258     0.0204898    Lin-Lin
 433.592     0.0210947    Lin-Lin
 439.709     0.0220754    Lin-Lin
 445.467     0.0231513    Lin-Lin
 451.376     0.0244342    Lin-Lin
 456.152     0.0256273    Lin-Lin
 460.743     0.0269176    Lin-Lin
 463.743     0.0278505    Lin-Lin
 468.098     0.0293549    Lin-Lin
 472.998     0.0312862    Lin-Lin
 476.26      0.0327345    Lin-Lin
