,1e-11,1.59e-11,2.51e-11,3.98e-11,6.31e-11,1e-10,1.59e-10,2.51e-10,3.98e-10,6.31e-10,1e-09,1.59e-09,2.51e-09,3.98e-09,6.31e-09,1e-08,1.59e-08,2.51e-08,3.98e-08,6.31e-08,1e-07,1.59e-07,2.51e-07,3.98e-07,6.31e-07,1e-06,1.59e-06,2.51e-06,3.98e-06,1e-05,1.59e-05,2.51e-05,3.98e-05,6.31e-05,1e-04,0.000159,0.000251,0.000398,0.000631,0.001,0.00159,0.00251,0.00398,0.00631,0.01,0.0159,0.0251,0.0398,0.0631,0.1,0.159,0.251,0.398,0.631,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0
Run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11017.419652898,8621.761178418426,6746.947682246776,5405.940738641361,4339.272189727613,4464.203319830207,8644.649412115255,13623.729612863775,18826.23618808337,22753.98667586703,26530.38183360314,35765.976943579466,43691.48860081111,52551.8491499494,61790.56964889589,64100.331469827695,71166.14234359081,62514.32083367567,34224.95898738697,35383.2235549206,30959.81313292105,20750.730926960125,12193.228192844685,12599.41703734551,8179.794417519401,6716.05667859042,6687.394637347372,6087.691715589959,5257.589460058829,6639.9365245148865,7353.98479144662,6341.41670611525,7429.64324476632,4572.341807428412,7401.667697431262,8205.02210817865,10176.091935702025,10589.348435189948,12943.007563436882,13600.081557869746,15890.067229909273,23001.76162981035,26979.40520658953,44319.42240184446,46917.88818121325,41484.27921779037,46697.143787109184,34809.423987852824,36768.24937585855,31201.54539376407,28619.449620102412,24056.741166380278,19705.42406896919,20521.488592090463,14877.549020834342,16488.25607144531,11205.608229308034,12669.679688385493,10134.332707355175,9839.19115613319,11922.159265649818,8346.21039366851,7424.361210742595,8040.027586805102,4910.016875179697,3219.6840323280567,3534.453692808636,2200.0344181962682,1529.247736944722,1727.231471543359,685.6740727828839,736.5928417050745,2160.981137661404,475.9488573153155,420.1908651892157,604.6752448775953,530.4419122805898,870.6384570779509,409.9509626517639,273.9996311920847,412.54443804062726,75.43405777475964,75.16129690950697,0.0,0.0,202.87424073216854,202.9287481763964,0.0,0.0,202.92078573659117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
