,1.39e-11,3.78e-11,1.03e-10,2.79e-10,7.58e-10,2.06e-09,5.6e-09,1.52e-08,4.14e-08,1.13e-07,3.06e-07,8.32e-07,2.26e-06,1.67e-05,4.54e-05,0.000123,0.000335,0.000912,0.00248,0.00674,0.0183,0.0498,0.135,0.368,1.0,1.21,1.34,1.48,1.63,1.79,1.97,2.18,2.4,2.64,2.91,3.21,3.54,3.9,4.3,4.73,5.22,5.75,6.34,6.98,7.7,8.48,9.35,10.3,11.4,12.5,13.8,15.2,16.7,18.5,20.3,22.4,24.7,27.2,29.0,30.0
Run_1,0.0,0.0,0.0,0.0,0.0,22471.0795898608,13761.043935967235,8426.801645522088,21037.792727171945,40788.85661111074,59664.07320488398,93549.0149242185,115387.69586203307,45499.511878715464,42583.13973583101,17523.58598391929,11706.086297847642,9738.19444737056,11475.04147676991,11691.125012884473,11541.95968666828,18554.077719653418,22175.684284945768,33161.2031414223,63312.37375726454,16186.524257744788,9961.527980715287,12660.019955165077,9975.485656774186,11617.373510010091,12313.802329184206,17709.855038818077,17745.812715094482,14488.30166663466,15709.754726174851,18539.24561436954,19231.84338317665,18620.22904957996,20507.350971599193,15927.298566193827,19968.05979779743,17700.007935894846,17079.1278838688,17113.098183045015,14164.175728772132,13284.01214280393,15435.632438679295,14259.72904064916,12650.026450624948,6392.769943465549,4431.780618584524,2641.4848926633963,1640.0929819920677,1935.3903360081622,710.2979260299534,340.64739025321006,172.03027941818922,0.0,0.0,0.0
