,1.39e-11,3.78e-11,1.03e-10,2.79e-10,7.58e-10,2.06e-09,5.6e-09,1.52e-08,4.14e-08,1.13e-07,3.06e-07,8.32e-07,2.26e-06,1.67e-05,4.54e-05,0.000123,0.000335,0.000912,0.00248,0.00674,0.0183,0.0498,0.135,0.368,1.0,1.21,1.34,1.48,1.63,1.79,1.97,2.18,2.4,2.64,2.91,3.21,3.54,3.9,4.3,4.73,5.22,5.75,6.34,6.98,7.7,8.48,9.35,10.3,11.4,12.5,13.8,15.2,16.7,18.5,20.3,22.4,24.7,27.2,29.0,30.0
Run_1,0.0,0.0,0.0,0.0,0.0,22479.421252663065,13766.151258812259,8429.930185426232,21040.372667549687,40790.4142584782,59665.04349022874,93549.63581545482,115388.09995383257,45497.791430239704,42583.09549168867,17523.684622190714,11706.152120853354,9738.200930348208,11475.190364110194,11691.548732630798,11542.071718141278,18554.63366834384,22175.902507996736,33161.18988783445,63312.40365367494,16186.532875515044,9961.532828724543,12660.02559333917,9975.491057370571,11617.368863110998,12313.789557926422,17709.825136215775,17745.731310202384,14488.202972066052,15709.62471250102,18539.060333722227,19231.6038600695,18619.968026420498,20506.981550889654,15926.919904555865,19967.69501278539,17699.58146757829,17078.554260149667,17112.345349926672,14163.104454029157,13282.531212024902,15433.617597364106,14257.299087230123,12647.196224248275,6389.651788682496,4428.538518473568,2638.5429261419017,1637.731054610228,1933.7250840077695,709.1162043089495,340.5124137362448,171.91394793677392,0.0,0.0,0.0
