,1e-11,1.59e-11,2.51e-11,3.98e-11,6.31e-11,1e-10,1.59e-10,2.51e-10,3.98e-10,6.31e-10,1e-09,1.59e-09,2.51e-09,3.98e-09,6.31e-09,1e-08,1.59e-08,2.51e-08,3.98e-08,6.31e-08,1e-07,1.59e-07,2.51e-07,3.98e-07,6.31e-07,1e-06,1.59e-06,2.51e-06,3.98e-06,1e-05,1.59e-05,2.51e-05,3.98e-05,6.31e-05,1e-04,0.000159,0.000251,0.000398,0.000631,0.001,0.00159,0.00251,0.00398,0.00631,0.01,0.0159,0.0251,0.0398,0.0631,0.1,0.159,0.251,0.398,0.631,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,25.5,26.0,26.5,27.0,27.5,28.0,28.5,29.0,29.5,30.0
Run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11024.768589764091,8627.51246560754,6751.4477739570175,5409.545683558976,4342.165210396788,4466.949617232525,8646.85230844432,13625.538959940977,18827.63331436634,22755.082985446927,26531.26343806057,35766.69008789389,43692.05578510251,52552.30828626091,61790.94543648,64100.629442509155,71166.39136163807,62514.48378188832,34222.938021816335,35383.330667230795,30959.906805330862,20750.83205679236,12193.050881353482,12599.440285599812,8179.710021151262,6716.039394622481,6687.358605673565,6087.704872547974,5257.5782863804325,6640.007397286043,7354.142377260579,6341.911722025245,7429.603240034127,4572.431491116167,7401.670652414498,8205.024992338376,10176.57635351045,10589.315539437199,12943.01354254714,13600.255993248056,15890.176382037134,23001.777646343846,26979.418075170142,44319.43717034502,46917.91088773471,41484.29604638591,46697.15296758728,34809.416272908,36768.22373046363,31201.504851264854,28619.381429506182,24056.672333528906,19705.348289487363,20521.39349726137,14877.424490232652,16488.10161507404,11205.40984699752,12669.43804923156,10134.04559228298,9838.845732337737,11921.767331939382,8345.78235615278,7423.906760231806,8039.535449673102,4909.492011392579,3219.1377404320874,3533.8920725967027,2199.4599266787195,1528.6734826099519,1726.6734723909383,685.137783499033,736.0880636782359,2160.510384137508,475.51826695822734,419.80199319029975,604.3166518367325,530.1239324789126,870.352239794399,409.6951863541714,273.75992316656146,412.3292172014447,75.2424574647058,74.98324684422158,0.0,0.0,202.8409919902554,202.8960372243264,0.0,0.0,202.89121021783464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
